date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:30:17	59545/59545	---MC-	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:30:12%20GMT	https://segunadeyomoye.com/shedvian/	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/index.html	(from )
23:30:19	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2023%20Jan%202021%2022:30:12%20GMT	https://segunadeyomoye.com/robots.txt		(from )
23:30:39	871/871	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Oct%202020%2013:55:10%20GMT	https://segunadeyomoye.com/shedvian/wp-content/uploads/2019/01/icon9@2x.png	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/uploads/2019/01/icon9@2x.png	(from https://segunadeyomoye.com/shedvian/)
23:30:44	15559/15559	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:39:38%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/event-tickets/src/resources/css/rsvp-v1.min.css?ver=5.0.2	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/event-tickets/src/resources/css/rsvp-v1.mince52.css	(from https://segunadeyomoye.com/shedvian/)
23:30:52	1662/1662	---MC-	200	added ('OK')	application/rss+xml	etag:%229c4105283a2e39c4694a12d5c1c44ff8%22	https://segunadeyomoye.com/shedvian/comments/feed/	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/comments/feed/index.html	(from https://segunadeyomoye.com/shedvian/)
23:30:52	199/199	---MC-	200	added ('OK')	text/calendar	date:Sat,%2023%20Jan%202021%2022:30:52%20GMT	https://segunadeyomoye.com/shedvian/events/?ical=1	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/events/indexedf3.html	(from https://segunadeyomoye.com/shedvian/)
23:31:00	53537/53537	---MC-	200	added ('OK')	application/rss+xml	etag:%2279dea12e2f938aa5be26e32f1e79fddb%22	https://segunadeyomoye.com/shedvian/feed/	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/feed/index.html	(from https://segunadeyomoye.com/shedvian/)
23:31:10	26843/26843	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:40:20%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.min.css?ver=4.12.12	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/common-skeleton.min98fa.css	(from https://segunadeyomoye.com/shedvian/)
23:31:19	1634/1634	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:40:20%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/tooltip.min.css?ver=4.12.12	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/tooltip.min98fa.css	(from https://segunadeyomoye.com/shedvian/)
23:31:49	59009/59009	---M--	200	added ('OK')	text/css	date:Fri,%2017%20Jul%202020%2021:41:04%20GMT	https://segunadeyomoye.com/shedvian/wp-includes/css/dashicons.min.css?ver=5.5.3	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-includes/css/dashicons.min5697.css	(from https://segunadeyomoye.com/shedvian/)
23:32:08	29527/29527	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:40:20%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.min.css?ver=4.12.12	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/the-events-calendar/common/src/resources/css/common-full.min98fa.css	(from https://segunadeyomoye.com/shedvian/)
23:32:34	74645/74645	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:39:38%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/event-tickets/src/resources/css/tickets.min.css?ver=5.0.2	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/event-tickets/src/resources/css/tickets.mince52.css	(from https://segunadeyomoye.com/shedvian/)
23:32:48	53907/53907	---M--	200	added ('OK')	text/css	date:Thu,%2027%20Aug%202020%2022:30:38%20GMT	https://segunadeyomoye.com/shedvian/wp-includes/css/dist/block-library/style.min.css?ver=5.5.3	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-includes/css/dist/block-library/style.min5697.css	(from https://segunadeyomoye.com/shedvian/)
23:33:05	58845/58845	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Oct%202020%2012:29:20%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/payment-forms-for-paystack/public/css/pff-paystack-style.css?ver=2.0.0	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/payment-forms-for-paystack/public/css/pff-paystack-style001e.css	(from https://segunadeyomoye.com/shedvian/)
23:33:12	21984/21984	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Oct%202020%2012:29:20%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/payment-forms-for-paystack/public/css/font-awesome.min.css?ver=2.0.0	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/payment-forms-for-paystack/public/css/font-awesome.min001e.css	(from https://segunadeyomoye.com/shedvian/)
23:33:26	529/529	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:39:48%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin.css?ver=1.0	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/recent-tweets-widget/tp_twitter_plugin5152.css	(from https://segunadeyomoye.com/shedvian/)
23:34:00	30999/30999	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:19:09%20GMT	https://segunadeyomoye.com/shedvian/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://segunadeyomoye.com/shedvian/)
23:34:07	3179/3179	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:36:06%20GMT	https://segunadeyomoye.com/shedvian/wp-content/themes/ceremony/assets/css/nice-select.min.css?ver=1.0	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/themes/ceremony/assets/css/nice-select.min5152.css	(from https://segunadeyomoye.com/shedvian/)
23:34:17	38366/38366	---M--	200	added ('OK')	text/css	date:Thu,%2029%20Oct%202020%2013:36:06%20GMT	https://segunadeyomoye.com/shedvian/wp-content/themes/ceremony/assets/css/loaders.min.css?ver=2.4	C:/Users/HP/Contacts/web_dev/websites/wedding/segunadeyomoye.com/shedvian/wp-content/themes/ceremony/assets/css/loaders.min7793.css	(from https://segunadeyomoye.com/shedvian/)
